id,numTel,etat,type de carte,Date d'activation,date d'expiration,date inscription,user,uptime,location,status
2310,+33231041504,suspended,postpaid,2023-06-24,2024-06-23,2023-06-17,christellevincent,235h,Rabat,online
2311,0261327381,suspended,prepaid,2023-05-14,2024-05-13,2023-05-04,lucas19,382h,Marrakech,offline
2312,0218811224,inactive,postpaid,2025-04-04,2026-04-04,2025-04-02,chevalierlaurent,91h,Fès,online
2313,0473375517,inactive,postpaid,2024-11-18,2025-11-18,2024-10-30,cmoreau,115h,Tanger,offline
2314,0535109097,active,prepaid,2025-02-23,2026-02-23,2025-01-25,maurice67,151h,Fès,offline
2315,0669928597,active,postpaid,2023-09-27,2024-09-26,2023-09-18,suzannerousset,181h,Agadir,offline
2316,0365045720,suspended,postpaid,2025-01-19,2026-01-19,2024-12-25,laurent58,424h,Marrakech,online
2317,+33(0)567234501,suspended,postpaid,2025-01-11,2026-01-11,2024-12-15,andregarnier,79h,Tanger,offline
2318,0483191129,suspended,postpaid,2025-01-14,2026-01-14,2025-01-02,ireynaud,106h,Agadir,offline
2319,+33172067917,suspended,prepaid,2024-10-02,2025-10-02,2024-09-29,xavierhernandez,132h,Tanger,offline
2320,+33632824877,active,prepaid,2023-08-29,2024-08-28,2023-08-20,carlieremile,264h,Marrakech,offline
2321,+33(0)475895710,inactive,postpaid,2023-06-06,2024-06-05,2023-06-01,aurorechretien,190h,Oujda,online
2322,+33379991592,suspended,prepaid,2023-11-14,2024-11-13,2023-11-03,simoneblanchard,322h,Agadir,online
2323,+33(0)415310869,inactive,postpaid,2024-03-24,2025-03-24,2024-03-18,michelle76,171h,Agadir,online
2324,0320124796,inactive,postpaid,2023-05-05,2024-05-04,2023-04-29,follivier,83h,Kenitra,online
2325,0365250471,active,postpaid,2024-01-21,2025-01-20,2023-12-27,yvesbarbe,414h,Kenitra,offline
2326,0533426474,inactive,postpaid,2024-09-08,2025-09-08,2024-08-15,adrienne82,427h,Tanger,offline
2327,0473922589,inactive,postpaid,2023-04-28,2024-04-27,2023-04-04,morenomargaret,247h,Oujda,offline
2328,0148237269,active,prepaid,2025-02-11,2026-02-11,2025-02-09,barrenicolas,215h,Oujda,offline
2329,0376722030,inactive,prepaid,2024-10-19,2025-10-19,2024-09-30,luc00,83h,Marrakech,offline
2330,+33555587572,suspended,prepaid,2024-11-14,2025-11-14,2024-10-16,yvesmaury,487h,Marrakech,online
2331,+33(0)363072758,inactive,prepaid,2023-07-23,2024-07-22,2023-07-01,catherineaubert,496h,Rabat,offline
2332,0297209137,active,postpaid,2024-02-03,2025-02-02,2024-01-08,victorcohen,234h,Oujda,online
2333,0635389899,active,prepaid,2024-06-18,2025-06-18,2024-06-03,wantoine,102h,Marrakech,offline
2334,+33633978874,active,prepaid,2023-04-25,2024-04-24,2023-04-15,whumbert,120h,Tanger,offline
2335,0508646863,suspended,prepaid,2023-12-03,2024-12-02,2023-11-30,adele40,78h,Agadir,online
2336,+33(0)581558902,active,postpaid,2024-06-07,2025-06-07,2024-05-22,mgilbert,51h,Kenitra,offline
2337,0781983578,active,postpaid,2023-11-24,2024-11-23,2023-11-01,maryse71,342h,Oujda,offline
2338,+33636254337,active,prepaid,2024-10-05,2025-10-05,2024-09-12,ruiznicolas,198h,Marrakech,offline
2339,0261220143,active,postpaid,2023-10-15,2024-10-14,2023-09-20,stephane62,395h,Agadir,offline
2340,+33221444495,suspended,postpaid,2025-02-20,2026-02-20,2025-01-24,marianne73,305h,Oujda,online
2341,0359961031,inactive,prepaid,2023-05-07,2024-05-06,2023-04-25,arnaude87,113h,Marrakech,online
2342,0352559668,inactive,postpaid,2023-05-24,2024-05-23,2023-05-12,chantalleblanc,256h,Casablanca,offline
2343,+33(0)160832827,active,prepaid,2023-12-26,2024-12-25,2023-11-26,leon64,70h,Kenitra,online
2344,+33277553391,active,postpaid,2024-07-29,2025-07-29,2024-07-27,martinmarcelle,222h,Rabat,offline
2345,+33(0)411101920,suspended,prepaid,2023-10-18,2024-10-17,2023-10-05,hortense27,217h,Marrakech,offline
2346,0427347236,inactive,postpaid,2024-05-08,2025-05-08,2024-04-28,rtecher,17h,Fès,offline
2347,0237107642,active,postpaid,2024-02-21,2025-02-20,2024-02-15,rleblanc,349h,Rabat,offline
2348,0638051587,active,postpaid,2025-01-18,2026-01-18,2024-12-23,legrosxavier,351h,Rabat,offline
2349,+33179653686,active,prepaid,2024-04-15,2025-04-15,2024-03-20,leclercjosephine,163h,Marrakech,offline
2350,+33413290697,inactive,prepaid,2024-12-27,2025-12-27,2024-12-05,ndelattre,248h,Oujda,offline
2351,+33630031910,active,postpaid,2024-12-22,2025-12-22,2024-11-27,christophemenard,217h,Fès,online
2352,+33(0)471604358,inactive,postpaid,2024-10-22,2025-10-22,2024-10-02,hortense47,399h,Kenitra,offline
2353,0328980339,suspended,postpaid,2023-06-30,2024-06-29,2023-06-02,edithvalentin,57h,Marrakech,offline
2354,0328280935,inactive,prepaid,2023-07-20,2024-07-19,2023-07-02,zperon,76h,Casablanca,offline
2355,0231064270,suspended,postpaid,2023-05-19,2024-05-18,2023-04-19,nicole26,101h,Kenitra,offline
2356,0466428645,inactive,postpaid,2024-01-19,2025-01-18,2024-01-17,amoreno,20h,Rabat,offline
2357,0140437332,inactive,prepaid,2024-10-03,2025-10-03,2024-09-18,tguillet,455h,Agadir,offline
2358,+33(0)158062746,inactive,postpaid,2024-10-23,2025-10-23,2024-10-09,blondelalexandrie,392h,Casablanca,offline
2359,+33143609971,inactive,postpaid,2024-12-08,2025-12-08,2024-12-02,sophie53,213h,Casablanca,offline
2360,+33(0)156702562,inactive,prepaid,2024-04-17,2025-04-17,2024-04-06,wbrun,305h,Rabat,offline
2361,+33386020944,active,postpaid,2024-11-19,2025-11-19,2024-10-26,agatheduhamel,127h,Marrakech,online
2362,0634251610,active,prepaid,2025-03-14,2026-03-14,2025-02-24,michelraymond,372h,Marrakech,offline
2363,+33768949385,inactive,postpaid,2025-01-20,2026-01-20,2025-01-06,guibertdiane,497h,Kenitra,online
2364,0310351781,suspended,postpaid,2025-02-27,2026-02-27,2025-01-28,hlombard,20h,Rabat,offline
2365,0143154772,active,prepaid,2023-12-11,2024-12-10,2023-11-29,malbert,311h,Rabat,offline
2366,0467841156,suspended,prepaid,2023-04-23,2024-04-22,2023-04-06,voisinbenjamin,172h,Fès,offline
2367,0487776227,active,prepaid,2024-02-11,2025-02-10,2024-01-29,lebretonemmanuel,486h,Fès,online
2368,0164176900,inactive,prepaid,2025-04-10,2026-04-10,2025-03-14,guillonvictor,406h,Tanger,offline
2369,+33(0)743219975,suspended,prepaid,2025-03-09,2026-03-09,2025-02-27,jgilles,355h,Casablanca,offline
2370,+33495033592,inactive,prepaid,2024-11-11,2025-11-11,2024-10-23,marchandmichelle,389h,Oujda,offline
2371,0144858027,suspended,prepaid,2023-05-19,2024-05-18,2023-04-25,collinines,141h,Casablanca,offline
2372,0382916795,active,postpaid,2024-08-28,2025-08-28,2024-07-29,adrienne75,139h,Casablanca,offline
2373,0564772300,active,postpaid,2024-01-18,2025-01-17,2024-01-11,alixmaillet,336h,Marrakech,offline
2374,+33(0)553635767,inactive,postpaid,2024-07-14,2025-07-14,2024-07-05,margaudlegrand,49h,Tanger,online
2375,+33(0)387044693,suspended,postpaid,2024-07-04,2025-07-04,2024-07-03,eric51,113h,Rabat,offline
2376,0326004371,suspended,postpaid,2023-05-25,2024-05-24,2023-05-01,michel22,301h,Oujda,offline
2377,0494557007,inactive,postpaid,2023-10-08,2024-10-07,2023-09-20,oblin,476h,Casablanca,offline
2378,+33655395807,inactive,postpaid,2024-01-28,2025-01-27,2024-01-17,leblancbertrand,421h,Kenitra,online
2379,0582445166,suspended,postpaid,2023-06-25,2024-06-24,2023-06-10,franck58,107h,Marrakech,offline
2380,+33559291320,inactive,prepaid,2024-08-11,2025-08-11,2024-08-02,vincentjacques,338h,Rabat,offline
2381,+33381775538,inactive,prepaid,2023-06-29,2024-06-28,2023-06-11,guyraynaud,106h,Agadir,offline
2382,0365482915,inactive,postpaid,2024-01-10,2025-01-09,2023-12-31,achauvin,345h,Kenitra,online
2383,+33792825071,suspended,prepaid,2025-01-28,2026-01-28,2025-01-23,olivierblanc,319h,Agadir,offline
2384,0232101708,active,postpaid,2024-08-18,2025-08-18,2024-08-04,guy24,284h,Kenitra,online
2385,+33558402682,suspended,prepaid,2024-01-27,2025-01-26,2024-01-14,useguin,193h,Rabat,online
2386,+33(0)234052837,active,prepaid,2024-03-03,2025-03-03,2024-02-19,edith90,56h,Fès,online
2387,+33533360126,active,postpaid,2025-04-12,2026-04-12,2025-03-15,charpentierstephane,281h,Oujda,offline
2388,0258573489,active,postpaid,2024-10-26,2025-10-26,2024-10-01,xdelannoy,461h,Fès,offline
2389,+33(0)438771711,inactive,prepaid,2025-01-15,2026-01-15,2024-12-21,hugues71,340h,Agadir,offline
2390,0533109335,inactive,postpaid,2023-07-15,2024-07-14,2023-07-07,adrienfournier,387h,Kenitra,offline
2391,0379446330,inactive,prepaid,2025-03-17,2026-03-17,2025-02-18,rochecharlotte,473h,Marrakech,offline
2392,+33155706356,active,postpaid,2024-10-19,2025-10-19,2024-10-09,etiennepierre,390h,Kenitra,online
2393,+33(0)256471180,active,postpaid,2024-11-18,2025-11-18,2024-10-27,petitjeanemilie,297h,Oujda,offline
2394,+33(0)310153035,active,prepaid,2024-10-16,2025-10-16,2024-10-02,wlebreton,316h,Tanger,online
2395,+33497379827,suspended,prepaid,2023-11-23,2024-11-22,2023-11-03,ines70,306h,Oujda,online
2396,0519571996,suspended,prepaid,2023-12-11,2024-12-10,2023-11-30,andretessier,85h,Kenitra,online
2397,0730245593,active,postpaid,2024-06-28,2025-06-28,2024-06-16,francoislucas,282h,Tanger,online
2398,+33(0)145277873,inactive,prepaid,2025-02-16,2026-02-16,2025-02-01,marcellanglois,89h,Kenitra,online
2399,+33617919082,active,postpaid,2025-01-25,2026-01-25,2025-01-14,cleroux,33h,Casablanca,online
2400,0222686283,inactive,postpaid,2023-06-26,2024-06-25,2023-06-07,laurepages,125h,Kenitra,online
2401,+33254966123,active,postpaid,2024-12-23,2025-12-23,2024-11-27,louise59,256h,Rabat,offline
2402,+33(0)423139800,active,prepaid,2024-10-30,2025-10-30,2024-10-02,leonleduc,236h,Rabat,online
2403,+33524189586,active,postpaid,2024-09-17,2025-09-17,2024-08-24,elecoq,443h,Kenitra,offline
2404,0339553810,inactive,postpaid,2023-06-06,2024-06-05,2023-06-03,henriettetorres,452h,Rabat,online
2405,+33497314886,inactive,prepaid,2024-01-30,2025-01-29,2024-01-15,nicolas69,149h,Oujda,online
2406,0473876174,inactive,postpaid,2024-11-06,2025-11-06,2024-10-25,kpereira,219h,Rabat,online
2407,+33(0)279932712,inactive,prepaid,2025-03-03,2026-03-03,2025-02-26,etienne72,369h,Marrakech,offline
2408,0345190255,suspended,postpaid,2023-07-18,2024-07-17,2023-07-04,helene81,72h,Tanger,offline
2409,0279114733,inactive,prepaid,2024-03-13,2025-03-13,2024-03-06,leducfrancois,168h,Rabat,offline
2410,+33269243649,suspended,postpaid,2024-12-15,2025-12-15,2024-11-16,alexmichel,385h,Tanger,offline
2411,+33248368135,inactive,postpaid,2024-08-07,2025-08-07,2024-07-27,daniel40,169h,Kenitra,offline
2412,0499930704,inactive,prepaid,2023-05-19,2024-05-18,2023-04-30,lorraineledoux,389h,Marrakech,online
2413,0257286103,inactive,prepaid,2024-01-18,2025-01-17,2024-01-01,marie13,113h,Agadir,offline
2414,0596910288,inactive,postpaid,2023-06-28,2024-06-27,2023-06-05,charlotte47,483h,Marrakech,offline
2415,+33(0)587391698,suspended,postpaid,2023-10-02,2024-10-01,2023-09-16,sylvie10,344h,Fès,online
2416,0251756805,suspended,prepaid,2023-12-20,2024-12-19,2023-11-26,pauline35,75h,Fès,offline
2417,0581972022,suspended,prepaid,2024-05-24,2025-05-24,2024-05-15,nath04,14h,Tanger,offline
2418,+33(0)493910208,suspended,prepaid,2024-08-13,2025-08-13,2024-08-08,martineauanne,132h,Agadir,offline
2419,0562770370,suspended,prepaid,2023-07-29,2024-07-28,2023-07-13,mraynaud,497h,Agadir,online
2420,0380382136,suspended,postpaid,2024-05-25,2025-05-25,2024-05-06,erousset,267h,Agadir,offline
2421,+33(0)371527072,inactive,prepaid,2023-12-19,2024-12-18,2023-11-21,leonleleu,445h,Kenitra,online
2422,+33328924684,inactive,prepaid,2024-01-16,2025-01-15,2023-12-31,genevieve76,342h,Rabat,offline
2423,0325092523,inactive,prepaid,2023-05-14,2024-05-13,2023-05-06,guibertalfred,114h,Marrakech,offline
2424,0442900536,suspended,prepaid,2024-07-07,2025-07-07,2024-06-17,blanclaurence,332h,Tanger,offline
2425,0358061503,inactive,prepaid,2024-01-29,2025-01-28,2024-01-13,rbodin,430h,Tanger,online
2426,+33(0)633695151,suspended,prepaid,2023-09-30,2024-09-29,2023-09-18,charles22,204h,Rabat,offline
2427,0354956164,active,postpaid,2024-07-20,2025-07-20,2024-07-03,arthur31,283h,Rabat,online
2428,+33559464560,suspended,prepaid,2025-01-26,2026-01-26,2025-01-11,valentine59,125h,Fès,online
2429,+33180615430,suspended,prepaid,2023-05-12,2024-05-11,2023-04-19,kdias,116h,Kenitra,online
2430,+33345687952,suspended,postpaid,2023-12-15,2024-12-14,2023-12-13,mgosselin,282h,Fès,online
2431,+33(0)145663103,active,prepaid,2024-10-01,2025-10-01,2024-09-07,julienlefevre,463h,Marrakech,offline
2432,+33(0)145966144,active,prepaid,2024-08-19,2025-08-19,2024-08-17,rbaron,124h,Kenitra,offline
2433,+33(0)476150011,suspended,prepaid,2024-12-15,2025-12-15,2024-12-11,frederique37,163h,Rabat,online
2434,0467950027,active,postpaid,2024-02-14,2025-02-13,2024-01-29,julienmichelle,42h,Kenitra,online
2435,+33(0)254801154,suspended,prepaid,2023-05-02,2024-05-01,2023-04-28,auguste52,306h,Kenitra,offline
2436,+33182864228,active,postpaid,2024-12-17,2025-12-17,2024-11-28,matthieu09,440h,Rabat,offline
2437,0438261604,suspended,prepaid,2023-06-18,2024-06-17,2023-05-24,wtorres,301h,Kenitra,online
2438,+33483887061,inactive,postpaid,2024-08-06,2025-08-06,2024-07-28,josephineleroy,252h,Marrakech,offline
2439,+33423119366,inactive,postpaid,2023-06-20,2024-06-19,2023-06-03,ferrandjerome,487h,Fès,offline
2440,0170828877,suspended,prepaid,2023-06-28,2024-06-27,2023-05-31,emilie97,174h,Fès,offline
2441,+33(0)139918051,inactive,prepaid,2023-12-22,2024-12-21,2023-12-01,louis37,500h,Marrakech,offline
2442,+33(0)484562076,inactive,postpaid,2024-11-30,2025-11-30,2024-11-29,gmarques,253h,Marrakech,online
2443,+33(0)800675945,inactive,postpaid,2023-11-26,2024-11-25,2023-11-23,lramos,48h,Kenitra,offline
2444,0590749322,suspended,prepaid,2023-04-30,2024-04-29,2023-04-09,coletteboucher,99h,Rabat,online
2445,+33(0)149005749,inactive,postpaid,2025-02-19,2026-02-19,2025-02-12,wchretien,163h,Kenitra,online
2446,0344063697,inactive,prepaid,2024-04-13,2025-04-13,2024-03-22,valentinvincent,292h,Marrakech,offline
2447,+33188404390,active,postpaid,2024-11-08,2025-11-08,2024-11-02,auroremorel,402h,Marrakech,online
2448,+33(0)633517831,suspended,prepaid,2023-04-28,2024-04-27,2023-04-08,veroniquecamus,166h,Kenitra,offline
2449,+33272605138,suspended,postpaid,2023-12-30,2024-12-29,2023-12-05,simone11,117h,Fès,offline
2450,0532549410,inactive,postpaid,2024-02-06,2025-02-05,2024-01-07,allaindiane,74h,Fès,offline
2451,0233906557,inactive,postpaid,2023-07-21,2024-07-20,2023-06-27,bernardroger,230h,Fès,offline
2452,0246977118,inactive,postpaid,2024-04-05,2025-04-05,2024-03-17,vincentmasson,2h,Oujda,online
2453,+33641216395,inactive,prepaid,2023-08-05,2024-08-04,2023-07-22,dguilbert,499h,Kenitra,offline
2454,+33354323005,suspended,prepaid,2024-02-14,2025-02-13,2024-02-13,alain72,106h,Fès,offline
2455,+33(0)147688488,inactive,prepaid,2023-06-02,2024-06-01,2023-05-06,bernadettebertrand,164h,Oujda,offline
2456,0660655866,suspended,prepaid,2023-12-28,2024-12-27,2023-12-17,fontainechristine,408h,Tanger,offline
2457,0386423040,inactive,prepaid,2023-09-03,2024-09-02,2023-08-06,alphonse02,38h,Tanger,online
2458,+33420777674,suspended,postpaid,2024-04-15,2025-04-15,2024-04-04,frederiquegilbert,482h,Kenitra,online
2459,0698104825,suspended,postpaid,2024-02-07,2025-02-06,2024-01-13,camillepetitjean,352h,Kenitra,online
2460,+33490856884,suspended,postpaid,2025-02-17,2026-02-17,2025-02-08,henri03,30h,Rabat,online
2461,+33188718999,inactive,postpaid,2023-06-06,2024-06-05,2023-05-16,josephineadam,275h,Agadir,offline
2462,+33(0)381841139,inactive,prepaid,2023-12-30,2024-12-29,2023-11-30,barrejacqueline,241h,Marrakech,online
2463,+33444123406,suspended,postpaid,2024-09-30,2025-09-30,2024-09-19,ptraore,422h,Marrakech,online
2464,+33(0)179981959,inactive,prepaid,2024-11-13,2025-11-13,2024-10-25,bousquetmarthe,287h,Rabat,offline
2465,0170616942,inactive,postpaid,2024-11-10,2025-11-10,2024-11-02,hubertgabrielle,285h,Fès,online
2466,0223175925,active,postpaid,2025-04-14,2026-04-14,2025-04-09,mlesage,490h,Agadir,offline
2467,+33(0)369732042,active,prepaid,2025-04-08,2026-04-08,2025-03-15,xvallee,164h,Kenitra,online
2468,+33365714350,inactive,postpaid,2024-05-15,2025-05-15,2024-04-30,thomas56,101h,Fès,offline
2469,+33177696936,suspended,prepaid,2024-05-15,2025-05-15,2024-04-25,mariannebonnet,71h,Rabat,offline
2470,0235971355,inactive,postpaid,2024-10-01,2025-10-01,2024-09-17,odettelelievre,408h,Casablanca,online
2471,0297233444,suspended,postpaid,2023-07-05,2024-07-04,2023-06-05,oceane92,8h,Oujda,online
2472,0557627022,inactive,postpaid,2024-01-13,2025-01-12,2023-12-27,hleduc,144h,Agadir,online
2473,+33494343225,active,prepaid,2023-06-21,2024-06-20,2023-05-28,pguerin,498h,Rabat,online
2474,+33(0)235294574,suspended,prepaid,2023-09-28,2024-09-27,2023-09-02,rochersimone,293h,Kenitra,online
2475,0353021346,active,postpaid,2025-03-25,2026-03-25,2025-02-28,jeanmarie,418h,Fès,offline
2476,0277629454,suspended,prepaid,2023-09-29,2024-09-28,2023-09-14,davidbenoit,333h,Agadir,online
2477,+33(0)540956173,suspended,postpaid,2023-07-06,2024-07-05,2023-06-30,germainmichele,232h,Oujda,online
2478,0492623120,suspended,postpaid,2024-10-15,2025-10-15,2024-10-02,gilles27,3h,Oujda,online
2479,0214781678,active,postpaid,2024-11-04,2025-11-04,2024-11-03,renaudjules,218h,Marrakech,offline
2480,0297887602,active,postpaid,2024-01-13,2025-01-12,2023-12-16,alexandriamarechal,272h,Kenitra,online
2481,0363469905,suspended,postpaid,2023-11-12,2024-11-11,2023-10-18,efouquet,457h,Marrakech,online
2482,+33478944803,active,prepaid,2024-08-16,2025-08-16,2024-07-22,anais28,157h,Marrakech,online
2483,0321444320,suspended,prepaid,2024-04-10,2025-04-10,2024-04-09,oliviechevalier,399h,Marrakech,offline
2484,0361479531,inactive,postpaid,2023-05-01,2024-04-30,2023-04-28,elisecohen,475h,Tanger,online
2485,0603206033,inactive,prepaid,2024-06-09,2025-06-09,2024-06-02,meyergilbert,217h,Fès,online
2486,0456195773,active,postpaid,2024-10-17,2025-10-17,2024-09-17,scharles,13h,Marrakech,offline
2487,0637101314,inactive,prepaid,2024-07-06,2025-07-06,2024-07-02,guillaumebarthelemy,227h,Tanger,offline
2488,0497655106,inactive,postpaid,2024-04-02,2025-04-02,2024-03-31,alfred67,204h,Tanger,online
2489,+33249234677,inactive,prepaid,2023-11-19,2024-11-18,2023-10-25,alexpayet,47h,Marrakech,online
2490,+33481174579,active,prepaid,2023-12-17,2024-12-16,2023-12-11,frenaud,481h,Kenitra,offline
2491,0456875639,inactive,postpaid,2024-09-20,2025-09-20,2024-08-27,rbousquet,97h,Tanger,online
2492,0635706465,suspended,postpaid,2024-09-27,2025-09-27,2024-09-01,qmerle,244h,Fès,online
2493,+33(0)232049318,active,prepaid,2024-05-15,2025-05-15,2024-04-30,chantalandre,194h,Oujda,offline
2494,+33(0)179441331,active,postpaid,2024-05-16,2025-05-16,2024-04-18,eugenemarion,184h,Fès,online
2495,0254583476,suspended,postpaid,2023-10-07,2024-10-06,2023-09-23,peronthibault,117h,Rabat,offline
2496,0430259098,inactive,prepaid,2024-07-18,2025-07-18,2024-06-19,jgonzalez,487h,Fès,offline
2497,0443448045,active,prepaid,2024-05-05,2025-05-05,2024-05-03,turpinmathilde,90h,Casablanca,online
2498,+33(0)631751012,active,prepaid,2023-09-01,2024-08-31,2023-08-15,emile01,355h,Kenitra,online
2499,+33(0)477410385,suspended,prepaid,2025-04-06,2026-04-06,2025-04-04,jhebert,443h,Fès,offline
2500,+33(0)534029285,inactive,prepaid,2023-10-20,2024-10-19,2023-09-30,susanrousset,214h,Marrakech,online
2501,+33564315628,suspended,prepaid,2023-08-21,2024-08-20,2023-07-22,kleinmaryse,379h,Marrakech,offline
2502,0699115322,active,prepaid,2024-11-29,2025-11-29,2024-10-31,lfaure,15h,Kenitra,online
2503,+33(0)426301622,inactive,postpaid,2023-04-25,2024-04-24,2023-04-15,marysepascal,465h,Fès,offline
2504,+33479832012,active,postpaid,2023-09-15,2024-09-14,2023-09-14,voisinnicole,14h,Kenitra,online
2505,+33(0)299402458,active,postpaid,2024-06-13,2025-06-13,2024-05-20,hbruneau,23h,Oujda,online
2506,+33(0)532186441,active,prepaid,2025-04-11,2026-04-11,2025-04-05,nguyensylvie,178h,Tanger,online
2507,+33381087215,active,prepaid,2024-08-15,2025-08-15,2024-08-01,dguerin,495h,Kenitra,offline
2508,+33359007970,suspended,postpaid,2024-01-10,2025-01-09,2023-12-27,dos-santoscecile,68h,Casablanca,offline
2509,0487420226,inactive,postpaid,2024-12-10,2025-12-10,2024-11-24,leon61,65h,Agadir,offline
2510,+33(0)756296825,suspended,prepaid,2024-09-21,2025-09-21,2024-09-01,vparis,244h,Kenitra,online
2511,+33(0)183107151,active,prepaid,2023-04-24,2024-04-23,2023-04-19,julien18,412h,Marrakech,online
2512,+33(0)243250473,active,prepaid,2024-05-17,2025-05-17,2024-04-25,auroreperret,367h,Oujda,offline
